395	0.320967 0.023151 0.330732 0.32515 
396	0.243483 0.101537 0.323819 0.331162 
397	0.315054 0.101773 0.253036 0.330138 
398	0.243391 0.102844 0.324078 0.329687 
399	0.295192 0.113052 0.26331 0.328446 
400	0.33224 0.130855 0.203935 0.33297 
401	0.241386 0.0968066 0.329509 0.332298 
402	0.322822 0.181463 0.178494 0.31722 
403	0.301413 0.0521888 0.32545 0.320948 
404	0.318622 0.044734 0.30477 0.331874 
405	0.251265 0.0886395 0.329479 0.330616 
406	0.314237 0.028882 0.331804 0.325077 
407	0.325896 0.138736 0.204164 0.331204 
408	0.324623 0.0130284 0.332505 0.329844 
409	0.328801 0.172179 0.177661 0.321359 
410	0.316207 0.0254729 0.326741 0.33158 
411	0.326817 0.201112 0.28383 0.188241 
412	0.332145 0.160037 0.179699 0.328119 
413	0.235709 0.136006 0.298017 0.330268 
414	0.313715 0.320189 0.308849 0.0572469 
415	0.261373 0.0752514 0.331706 0.33167 
416	0.221227 0.167453 0.283424 0.327895 
417	0.292012 0.165272 0.218434 0.324282 
418	0.313629 0.0597071 0.308369 0.318295 
419	0.318675 0.180911 0.207585 0.292829 
420	0.247218 0.137064 0.317468 0.298251 
421	0.33239 0.0516967 0.284879 0.331034 
422	0.286966 0.064025 0.327536 0.321472 
423	0.24625 0.114491 0.308404 0.330855 
424	0.249661 0.0942525 0.323951 0.332135 
425	0.314796 0.0480922 0.306613 0.3305 
426	0.295527 0.14481 0.236832 0.322831 
427	0.230649 0.110105 0.329034 0.330211 
428	0.33312 0.16123 0.296327 0.209323 
429	0.263504 0.120077 0.287395 0.329024 
430	0.331211 0.117957 0.220408 0.330424 
431	0.328615 0.130436 0.212413 0.328536 
432	0.319664 0.0331341 0.328966 0.318236 
433	0.282615 0.0606428 0.332639 0.324103 
434	0.245838 0.106607 0.315714 0.331842 
435	0.295282 0.0430327 0.332486 0.3292 
436	0.266888 0.102819 0.300645 0.329648 
437	0.295517 0.0491506 0.323203 0.33213 
438	0.254732 0.0900885 0.329006 0.326173 
439	0.315069 0.0276305 0.328616 0.328684 
440	0.229948 0.145796 0.293707 0.33055 
441	0.26265 0.118445 0.288893 0.330012 
442	0.241624 0.118053 0.308919 0.331404 
443	0.239554 0.101843 0.328751 0.329852 
444	0.216374 0.152286 0.301743 0.329597 
445	0.216886 0.147794 0.306185 0.329135 
446	0.142856 0.216871 0.319642 0.320631 
447	0.216614 0.137479 0.316032 0.329875 
448	0.305791 0.094008 0.270496 0.329705 
449	0.278664 0.0685146 0.321204 0.331617 
450	0.313678 0.0746455 0.301767 0.30991 
451	0.227299 0.141669 0.301265 0.329766 
452	0.251579 0.0937782 0.325023 0.329619 
453	0.231855 0.160102 0.303395 0.304648 
454	0.300151 0.0548493 0.314517 0.330483 
455	0.324487 0.185787 0.186325 0.303401 
456	0.311425 0.028744 0.330335 0.329495 
457	0.281054 0.0598875 0.331165 0.327893 
458	0.326166 0.0873681 0.25775 0.328716 
459	0.324304 0.082319 0.263035 0.330342 
460	0.305131 0.0409252 0.328939 0.325005 
461	0.263495 0.0730962 0.332378 0.331031 
462	0.265459 0.122467 0.282108 0.329967 
463	0.332311 0.15458 0.182516 0.330593 
464	0.279143 0.0700358 0.319517 0.331304 
465	0.326272 0.0754737 0.270948 0.327306 
466	0.243932 0.112077 0.314449 0.329542 
467	0.14828 0.234796 0.322384 0.29454 
468	0.31343 0.12357 0.233691 0.32931 
469	0.247987 0.091582 0.329093 0.331338 
470	0.32661 0.0733106 0.270265 0.329815 
471	0.271282 0.0799417 0.330187 0.318589 
472	0.231612 0.104945 0.333254 0.330188 
473	0.310928 0.164261 0.19791 0.326902 
474	0.303645 0.0355758 0.333151 0.327627 
475	0.322892 0.0353106 0.314566 0.327232 
476	0.290203 0.0462293 0.331524 0.332044 
477	0.324895 0.0121607 0.331695 0.331249 
478	0.321875 0.0592044 0.286228 0.332693 
479	0.309978 0.22972 0.248178 0.212124 
480	0.233346 0.147178 0.2889 0.330577 
481	0.259581 0.135315 0.274781 0.330324 
482	0.23419 0.142148 0.293221 0.330441 
483	0.233696 0.137827 0.29814 0.330337 
